source,fit,company_name,country,company_industry,categories,company_location,address,company_description,shortAbout,linkedin_followers,domain,linkedin_company_url,linkedin_search_term,linkedin_search_params,id,code,title,createdAt,updatedAt,logo,hidden,highlights,locationLng,locationLat,invitationCode,isActive,emails,phones
linkedin,true,Web Roots,Egypt,"Technology, Information and Internet",,Cairo,,Web Design | Web Development | Web Hosting | Building Your Online Success,,454,,https://www.linkedin.com/company/web-roots/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web & Mobile Solutions,United Arab Emirates,IT Services and IT Consulting,,"Dubai, DXB",,"SMS, EMAIL, SEO, Social Media, Digital Marketing, Web Design and Development, Content Writing Company in Dubai",,645,,https://www.linkedin.com/company/web-and-mobile-solutions-wam-/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,WEB HUNT,United Arab Emirates,IT Services and IT Consulting,,"Dubai, Dubai",,"..., a web application, or enterprise-level software, we have the skills and experience to deliver a solution that will exceed your expectations. Let's work together and make an impact! Mission: Transforming ideas into reality through custom software development. Vision: To be the leading software company that drives...",,413,,https://www.linkedin.com/company/web-hunt-17/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Tactics,United Arab Emirates,Advertising Services,,Dubai,,web development,,375,,https://www.linkedin.com/company/webtacticsglobal/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Tech Solutions,United Arab Emirates,IT Services and IT Consulting,,"International City, Dubai",,"Web Tech Solutions is a Custom Software Development, Web Applications Services, IT Staffing, and Technology Consulting Company in Dubai, U.A.E.. Web Tech Solutions outstanding services increase productivity and business communications, specially web desining, designing, printing, seo, smo and markiting.",,244,,https://www.linkedin.com/company/web-tech-solutions/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Tackles,United Arab Emirates,Information Technology & Services,,Sharjah,,An Artificial Intelligence and Web Development Company,,274,,https://www.linkedin.com/company/webtackles/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Solutions,Egypt,IT Services and IT Consulting,,Cairo,,Software Development,,593,,https://www.linkedin.com/company/websoluations/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Design 366,United Arab Emirates,IT Services and IT Consulting,,"Dubai, Dubai",,Web Development,,283,,https://www.linkedin.com/company/web-design-366/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Development Possibilities,Saudi Arabia,Software Development,,"Riyadh , Riyadh",,Development,,406,,https://www.linkedin.com/company/dpitcs/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Professional Web Development,Egypt,Software Development,,"hurghada, Red Sea",,Professional Web Development develops professional websites for businesses in Hurghada city. We develop websites that suit our client's respective goals and mission.,,25,,https://www.linkedin.com/company/professional-web-development/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Smart IT Solutions,United Arab Emirates,"Technology, Information and Internet",,"Dubai, Dubai",,Web Development,,288,,https://www.linkedin.com/company/websmartitsolutions/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Matics Pro,United Arab Emirates,IT System Design Services,,"Dubai, Dubai",,"Web Matics Pro - Website Design, Development & Digital Marketing Company in Dubai UAE, Offering Best Solutions.",,358,,https://www.linkedin.com/company/web-matics-pro/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web Of Pharma,United Arab Emirates,Pharmaceutical Manufacturing,,"Dubai,",,"...pharmaceutical manufacturing drug development community, brought to you by Pharmaceutical Technology and Pharmaceuticals.",,385,,https://www.linkedin.com/company/webofpharma/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,"Ebda3 Egypt Web Design, Web Development, SMM, SEO, CMS, Flash, Hosting",Egypt,"Technology, Information and Internet",,"ElHaram, Giza",,"Ebda3 is a full-service web Development firm. We provide Web Develop solutions, Web Design, Online Marketing, and Hosting services. If you need...",,38,,https://www.linkedin.com/company/ebda3eg/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,RedFrame - Branding | Web Design | Web Development,United Arab Emirates,Design Services,,Dubai,,Web Development,,30,,https://www.linkedin.com/company/agencyredframe/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Cinetra Media: Digital Marketing | Social Media Marketing | SEO | SEM | Video | Web Development,United Arab Emirates,Advertising Services,,Dubai,,"Cinetra Media is a Dubai based agency for Digital Marketing, Social Media Marketing, SEO, SEM, Video Production and Web Development.",,83,,https://www.linkedin.com/company/cinetra-media/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,LAAM Solution – Digital Marketing & Web Development Experts,United Arab Emirates,Marketing Services,,"Dubai, Dubai",,"Grow Your Business with Expert SEO, Web Development & Digital Marketing Services | Boost Visibility & Sales",,17,,https://www.linkedin.com/company/laam-solution-%E2%80%93-digital-marketing-web-development-experts/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Datailer Technologies,United Arab Emirates,Software Development,,Dubai,,Expert in characterizing and synthesizing the data and information to derive the insightful wisdom and unique results in the form of Project Management • Solid Project Management knowledge foundation. • Experience in applying project management “Best Practices” in practical solutions. • Trusted partner and genuine client relationship management. • Establish credibility and ensure end to end accountability.,,74000,,https://www.linkedin.com/company/datailer/,web development,"[{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]},{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]},{""keywords"":""web development"",""origin"":""FACETED_SEARCH"",""spellCorrectionEnabled"":""true"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Nazer Apps,United Arab Emirates,"Technology, Information and Internet",,Abu Dhabi,,"Nazer Apps: Innovate, Develop, Boost, and Promote At Nazer Apps, we are dedicated to turning visionary ideas into powerful applications. Specializing in end...",,7000,,https://www.linkedin.com/company/nazer-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,APPS PATROLS for IT consulting.,Egypt,Information Technology & Services,,"GIZA, Greater Cairo",,"Business Runs on technology ... Technology is our edge. APPS PATROLS is fast growing Information Technology company providing wide range of top-class business consulting and information technology services. We are proud as ORACLE Partner, of our overseas successful projects we had closed in Gulf, Egypt and West...",,2000,,https://www.linkedin.com/company/apps-patrols/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Arab apps,Egypt,IT Services and IT Consulting,,"طنطا, الغربية",,عرب أبس هي شركة رائدة في تطوير الحلول التقنية المبتكرة، متخصصة في برمجة التطبيقات والأنظمة الإلكترونية المصممة لتلبية احتياجات الأعمال الحديثة. نحن نقدم حلول برمجية مبتكرة وعالية الجودة تساعد عملاءنا في تحسين العمليات وتحقيق التميز في السوق. فريقنا المتخصص يعمل على تصميم وتطوير تطبيقات مخصصة تلبي احتياجات السوق المحلي والعالمي.,,5000,,https://www.linkedin.com/company/arab-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Wanas Apps | Zoho Premium Partner,United Arab Emirates,Software Development,,"Dubai, Dubai",,Zoho Premium Partner | Wanas Apps,,3000,,https://www.linkedin.com/company/wanasapps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Infosysta Apps,United Arab Emirates,Software Development,,Dubai,,"Optimize team productivity, enhanced workflows and efficient omnichannel support with Infosysta Apps' Jira integrations",,1000,,https://www.linkedin.com/company/infosysta-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Android Apps,United Arab Emirates,Software Development,,Dubai,,📱🔥 Let's change the dating game! We're Turkey's first Dubai based mobile dating app that lets you message directly without matching. 🚀💑 No need for other apps for thrilling dating experiences! You can be sure we'll make you feel tired of classic dating scenes. 😜💃 🤷‍♂️End the hassle of waiting to match...,,659,,https://www.linkedin.com/company/android-apps-ltd/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,IBA APPS (Intelligent Business Applications),United Arab Emirates,Desktop Computing Software Products,,"Dubai, Dubai",,"At IBA-Apps, we empower organizations across the GCC with innovative communication and connectivity solutions that drive performance, reliability, and collaboration. As a trusted provider of advanced voice communication systems and integrated digital platforms, we help businesses connect seamlessly within their teams...",,2000,,https://www.linkedin.com/company/iba-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Payar Technologies | toodle apps,United Arab Emirates,Software Development,,"Dubai , Dubai",,"toodle is a mobile-first platform for on-site service, ordering and guest interaction, built for hospitality, retail and live venues. The platform is designed for environments where service happens in real time; at tables, counters, poolside, beach clubs, hotels, events, pop-ups, food-courts, in-room dining, in-venue retail and so much more. toodle helps venues operate and engage guests and users in the moment, using a combination of staff-operated mobile devices and guest-facing web applications. For front-of-house teams, toodle provides staff-led mobile service and ordering tools, including a mobile ePOS. Staff can take orders, manage service flow and handle payments directly on the floor, without relying on fixed POS terminals. For guests, toodle offers branded, consumer-facing web applications that run on their own devices, allowing them to browse, order and interact while on-site, with fulfilment and control remaining with front-of-house staff. Beyond individual outlets, toodle supports venue-level experiences, bringing together multiple outlets and digital touchpoints into a single on-site journey, including concierge-style services, guest communication, discovery and engagement; alongside ordering where relevant. toodle supports: Staff-led and guest-led on-site ordering Mobile ePOS and on-floor service operations Guest engagement, communication and feedback Promotions, campaigns and offers Catalogue, menu and pricing management Multi-outlet and venue-level experiences For operators, marketeers and management teams, toodle includes a comprehensive web-based portal for configuration, analytics, reporting and performance monitoring across single or multi-outlet venues. Designed to be fast to deploy and easy to manage, toodle helps businesses improve service flow, increase revenue per guest and stay in control - without heavy hardware or complex installations.",,1000,,https://www.linkedin.com/company/toodleapps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Apps Island,Saudi Arabia,Software Development,,"King Fahd District, Riyadh",,"We Build Software Around Your Business At Apps Island, we turn business ideas, challenges, and opportunities into powerful digital solutions. We specialize in custom software, web applications, mobile apps, AI solutions, automation, and system integration, helping businesses improve efficiency and achieve...",,328,,https://www.linkedin.com/company/apps-island/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,ABU DHABI APPS - OILX TECHNOLOGIES,United Arab Emirates,Mobile Computing Software Products,,ABU DHABI,,"ABU DHABI APPS is a company driven by passion for perfection. Being in this business for many years has provided us an experience in plethora of technical fields, which gives ABU DHABI APPS a leverage over other companies. With the staggering development in technology, our company is up to date with all the latest...",,1000,,https://www.linkedin.com/company/abu-dhabi-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,ِApps Master Solutions,Egypt,IT Services and IT Consulting,,"Algaish st, Al Jizah",,Considered Apps-Master company is among of companies that are training and implementation on Oracle applications .. and that is differentiated by those who made it have great experience in this area and they are already working in large industrial companies in Egyp,,467,,https://www.linkedin.com/company/%D9%90apps-master/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,NASA Space Apps Hurghada,Egypt,Non-profit Organizations,,"Hurghada, Red Sea",,"Space Apps 2025 Challenge will be hosted locally in Hurghada, as a part of the International Space Apps Challenge! 🪐",,492,,https://www.linkedin.com/company/spaceappshurghada/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Seven Code Apps,Egypt,Software Development,,cairo,,"Seven Code Apps is one of the leading e-marketing, website and mobile application design and programming companies",,644,,https://www.linkedin.com/company/seven-code-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Apps Factory,United Arab Emirates,IT Services and IT Consulting,,"Abu Dhabi, AUH",,"Apps Factory FZ LLC, based in Abu Dhabi Media Free Zone Authority, a one-stop shop for mobile applications; we design, deliver and implement end-to-end business solutions for our clients through our extensive competency in mobile and web app development. We blend creativity with technology to deliver integrated...",,402,,https://www.linkedin.com/company/apps-factory/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,NASA Space Apps Dubai,United Arab Emirates,Non-profit Organizations,,Dubai,,It is a local Hackathon for innovators who are interested in space science and exploration.,,478,,https://www.linkedin.com/company/spaceappsdubai/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,FSG Apps & Tech,United Arab Emirates,IT Services and IT Consulting,,"Dubai, Dubai",,"IT Solution based in Dubai - Commercially Focused Services Designed To Meet Your Business Requirements. We develop eCommerce Websites, Mobile applications, Digital Marketing, and more.",,1000,,https://www.linkedin.com/company/fsgappsandtech/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Apps Valley,Egypt,Software Development,,"Maadi, Cairo",,"Apps Valley is a software house, we are specialized in customized Mobile & VAS products. @Apps Valley, we create new trends, develop new ideas, provide solutions and services for Corporate customers and Telecom Operators.",,239,,https://www.linkedin.com/company/apps-valley/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Kids Apps Company,Saudi Arabia,IT Services and IT Consulting,,"Riyadh, Riyadh",,"Company specializes in production of interactive applications for children through the application of smart devices, with the aim of interaction, education, and entertainment of children through new technology. We will update our profile soon By: TagMedia http://kidsapp.sa",,6000,,https://www.linkedin.com/company/kids-apps-center/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,ECCC - Mobile Apps and Websites for Businesses,United Arab Emirates,IT Services and IT Consulting,,"Liwara 1, Ajman",,Eazi-Apps/Eazi-Sites/Eazi-SEO licence owned and operated by Ali Sadeddin and Yousef Daribaid,,744,,https://www.linkedin.com/company/eccc-mobile-apps-and-websites-for-businesses/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Haaaaaaappy Apps,United Arab Emirates,Mental Health Care,,"Nadd Hessa, Dubai",,AI-Powered Wellness Apps That Actually Change Lives,,250,,https://www.linkedin.com/company/haaaaaaappy-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,its Impact plus ( iiP ) - Delivery Apps Management Services,Saudi Arabia,"Technology, Information and Internet",,AlRiyadh,,Our goal is to give people like you the opportunity to get everything you need without the hassle.,,688,,https://www.linkedin.com/company/iipitsimpactplus/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Nero Apps,United Arab Emirates,Software Development,,Dubai,,We're passionate about creating the best mobile apps for iOS and Android.,,10,,https://www.linkedin.com/company/nero-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Apps Stage,United Arab Emirates,IT Services and IT Consulting,,"Baynoona Tower 1, Abu Dhabi, Corniche Street, Abu Dhabi",,"Apps Stage is a professional apps and software developing company owned and run by UAE talents and operated by a team of professionals having different experiences and focused on innovation, quality and customer satisfaction. We at Apps Stage realize the importance of turning your ideas into a well-designed process...",,212,,https://www.linkedin.com/company/appsstage/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Web & Apps Technology,Egypt,Software Development,,"Giza, Giza Governorate",,"Software House | Websites, Mobile Apps, E-commerce, Dashboards & AI Automation",,395,,https://www.linkedin.com/company/web-apps-technology/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Delivr apps,United Arab Emirates,"Transportation, Logistics, Supply Chain and Storage",,"Dubai, UAE",,"Delivr helps enterprises scale up and optimize their logistics operations with a data-led real time delivery & visibility platform. Using Delivr, 3PL(logistics) providers can rapidly enable innovative delivery and fulfillment models that maximize customer experience, optimize logistics operations and channels for growth. Delivr aims to enable best-known brands in UAE, GCC & MENA countries to use its platform to deliver the perfect last mile experience at peak efficiency across multiple delivery models.",,577,,https://www.linkedin.com/company/delivr-biz/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,VOC Apps,Egypt,Software Development,,"Cairo, Maadi",,VOC Apps is a software services provider. Founded in 2018 with the aim to play a leadership role in the MEA region.,,343,,https://www.linkedin.com/company/voc-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,"Venta Apps, LLC",Egypt,Software Development,,Alexandria,,"Venta Apps is a software development company with a sharp focus on Mobile Apps, websites, tools and utilities.",,325,,https://www.linkedin.com/company/venta-apps-llc/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,NASA Space Apps Alexandria,Egypt,Space Research and Technology,,Alexandria,,"NASA Space Apps Alexandria is part of the largest global hackathon in the world NASA’s Space Apps Challenge. Hosted in Alexandria, Egypt, our local chapter brings together coders, designers, scientists, storytellers, and space enthusiasts to collaborate on real-world challenges using NASA's open data...",,492,,https://www.linkedin.com/company/nasa-space-apps-alexandria/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,NASA Space Apps Challenge Abu Dhabi,United Arab Emirates,Education,,"Abu Dhabi, Abu Dhabi Emirate",,Official page of Nasa Space Apps Abu Dhabi,,518,,https://www.linkedin.com/company/nasa-space-apps-challenge-uae/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,A&G (Apps & Games),United Arab Emirates,IT Services and IT Consulting,,AbuDhabi,,Technolutionize Apps Development,,474,,https://www.linkedin.com/company/appsandgames/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
